,away_score,home_score,id,match,stage,time_x,weather,y,year,NHK,NHK_2,mean,temperature-humidity,アビスパ福岡,アルビレックス新潟,カターレ富山,カマタマーレ讃岐,ガイナーレ鳥取,ガンバ大阪,ギラヴァンツ北九州,コンサドーレ札幌,サガン鳥栖,サンフレッチェ広島,ザスパクサツ群馬,ザスパ草津,ジェフユナイテッド千葉,ジュビロ磐田,セレッソ大阪,ファジアーノ岡山,ベガルタ仙台,モンテディオ山形,ロアッソ熊本,ヴァンフォーレ甲府,ヴィッセル神戸,京都サンガF.C.,名古屋グランパス,大分トリニータ,大宮アルディージャ,川崎フロンターレ,徳島ヴォルティス,愛媛ＦＣ,東京ヴェルディ,松本山雅ＦＣ,柏レイソル,栃木ＳＣ,横浜Ｆ・マリノス,横浜ＦＣ,水戸ホーリーホック,浦和レッズ,清水エスパルス,湘南ベルマーレ,鹿島アントラーズ,ＦＣ岐阜,ＦＣ東京,ＦＣ町田ゼルビア,Ｖ・ファーレン長崎,month,day,n_tv,bus,time_y,w_cup_home,w_cup_away,hokkaido,tokyo,nagoya,osaka,fukuoka
260,2,0,15935,30,0,32,8035.0,,2014,0,0,0.5203128435468166,70.98286,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,2,0,5,0,0,27567.00694523832,17926.303276454848,12578.057978911851,9796.404230122707,483.742316036247
261,1,2,15943,31,0,38,9231.5,,2014,0,1,0.5203128435468166,59.86294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,0,5,0,0,27567.00694523832,17926.303276454848,12578.057978911851,9796.404230122707,483.742316036247
262,1,1,15965,33,0,28,9231.5,,2014,1,1,0.5203128435468166,69.12257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,5,4,0,5,0,5,27567.00694523832,17926.303276454848,12578.057978911851,9796.404230122707,483.742316036247
263,0,1,14000,1,0,34,8035.0,18920.0,2012,0,0,0.6373117584764777,47.32485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,8,1,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
264,1,0,14014,3,0,28,8035.0,14777.0,2012,0,1,0.6373117584764777,51.48369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,8,1,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
265,1,0,14038,5,0,32,9231.5,20996.0,2012,0,0,0.6373117584764777,56.21385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,6,3,0,8,1,5,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
266,4,1,14060,8,0,30,9231.5,19895.0,2012,0,0,0.6373117584764777,70.6005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,8,1,3,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
267,3,4,14068,9,0,30,7346.0,15671.0,2012,0,0,0.6373117584764777,64.81819999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,8,1,2,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
268,2,0,14087,11,0,30,8035.0,16054.0,2012,0,0,0.6373117584764777,62.69224000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,8,1,2,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
269,2,3,14105,13,0,28,9231.5,16058.0,2012,0,0,0.6373117584764777,70.45447999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,8,1,1,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
270,0,0,14126,15,0,38,8035.0,20590.0,2012,0,0,0.6373117584764777,70.7087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,3,0,8,1,2,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
271,1,0,14132,16,0,38,9231.5,18056.0,2012,0,0,0.6373117584764777,71.41306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,8,1,1,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
272,1,4,14162,19,0,38,9231.5,14716.0,2012,0,0,0.6373117584764777,79.73711999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,8,1,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
273,2,1,14179,21,0,38,8035.0,12509.0,2012,0,0,0.6373117584764777,78.79468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,8,1,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
274,1,0,14196,23,0,38,8035.0,18915.0,2012,0,1,0.6373117584764777,78.43131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,8,1,1,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
275,2,2,14212,25,0,38,9231.5,18088.0,2012,0,0,0.6373117584764777,77.90304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,5,3,0,8,1,2,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
276,0,1,14231,27,0,38,9231.5,20909.0,2012,0,0,0.6373117584764777,73.81544,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,8,1,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
277,3,2,14249,29,0,30,9231.5,18779.0,2012,0,0,0.6373117584764777,66.294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2,0,8,1,2,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
278,2,4,14266,31,0,38,9231.5,17870.0,2012,0,0,0.6373117584764777,60.80951999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2,2,0,8,1,4,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
279,1,2,14286,33,0,35,9231.5,19916.0,2012,0,0,0.6373117584764777,52.41898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,5,2,0,8,1,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
280,1,1,14868,4,0,30,8035.0,14108.0,2013,0,0,0.6373117584764777,51.52668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,8,2,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
281,2,4,14890,7,0,26,8035.0,14739.0,2013,0,0,0.6373117584764777,55.91911999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,8,1,1,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
282,1,2,14914,9,0,38,8035.0,16292.0,2013,0,1,0.6373117584764777,61.89675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,8,2,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
283,2,2,14930,11,0,30,7346.0,12345.0,2013,0,0,0.6373117584764777,65.59647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,8,2,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
284,1,2,14947,13,0,30,8035.0,16002.0,2013,0,0,0.6373117584764777,68.46076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,8,2,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
285,2,4,14957,14,0,38,8035.0,18447.0,2013,0,0,0.6373117584764777,78.31679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,5,2,0,8,2,2,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
286,0,4,14975,16,0,38,8035.0,19010.0,2013,0,0,0.6373117584764777,80.92238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,2,0,8,2,5,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
287,2,1,14989,18,0,38,8035.0,15934.0,2013,0,0,0.6373117584764777,77.70371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,2,0,8,2,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
288,2,2,15011,20,0,38,9231.5,17864.0,2013,0,0,0.6373117584764777,84.09985999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,2,0,8,2,5,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
289,1,2,15037,23,0,38,9231.5,14026.0,2013,0,0,0.6373117584764777,75.5545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,8,2,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
290,0,2,15060,25,0,38,8035.0,17390.0,2013,0,1,0.6373117584764777,78.8249,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,8,2,2,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
291,1,0,15061,26,0,38,9231.5,18090.0,2013,0,0,0.6373117584764777,74.57466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,2,0,8,2,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
292,1,3,15087,28,0,28,9231.5,14388.0,2013,0,0,0.6373117584764777,73.92172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,2,0,8,2,2,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
293,1,2,15093,29,0,30,8035.0,17523.0,2013,0,0,0.6373117584764777,62.51188000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2,0,8,1,2,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
294,0,2,15108,31,0,38,8035.0,14986.0,2013,0,0,0.6373117584764777,61.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,6,2,0,8,1,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
295,0,1,15136,34,0,31,9231.5,20151.0,2013,1,1,0.6373117584764777,57.01504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,5,4,0,8,2,1,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
296,2,2,15676,1,0,32,7346.0,14011.0,2014,0,0,0.6373117584764777,48.984359999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,8,2,1,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
297,4,3,15690,3,0,30,9231.5,13498.0,2014,0,0,0.6373117584764777,55.12496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,8,2,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
298,0,1,15705,5,0,38,9231.5,12431.0,2014,0,0,0.6373117584764777,60.77084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,8,2,1,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
299,1,1,15723,7,0,38,9231.5,12379.0,2014,0,0,0.6373117584764777,56.28543000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,8,2,2,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
300,1,2,15747,9,0,32,9231.5,19164.0,2014,0,0,0.6373117584764777,64.65263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,8,2,2,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
301,0,2,15762,11,0,30,8035.0,18261.0,2014,0,0,0.6373117584764777,70.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,8,1,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
302,1,4,15783,13,0,30,9231.5,17451.0,2014,0,0,0.6373117584764777,67.06367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,2,0,8,2,1,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
303,3,0,15794,14,0,30,9231.5,19668.0,2014,0,0,0.6373117584764777,67.87938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,2,0,8,2,2,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
304,0,1,15816,17,0,38,8035.0,19254.0,2014,0,0,0.6373117584764777,79.01114999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,0,8,2,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
305,1,2,15832,19,0,38,8035.0,,2014,0,0,0.6373117584764777,72.89466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,2,0,8,2,5,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
306,4,5,15848,20,0,38,8035.0,,2014,0,1,0.6373117584764777,76.01156999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,8,2,1,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
307,0,4,15869,23,0,38,9231.5,,2014,0,0,0.6373117584764777,70.30762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,2,0,8,1,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
308,0,0,15878,24,0,38,8035.0,,2014,0,0,0.6373117584764777,66.73444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,5,2,0,8,1,3,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
309,1,1,15899,26,0,38,8035.0,,2014,0,0,0.6373117584764777,66.39864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,2,0,8,2,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
310,0,2,15928,29,0,38,7346.0,,2014,0,0,0.6373117584764777,59.5308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,3,0,8,1,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
311,3,2,15944,31,0,32,8035.0,,2014,1,1,0.6373117584764777,69.69261999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,6,3,0,8,2,0,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
312,1,1,15959,33,0,28,8035.0,,2014,0,0,0.6373117584764777,57.10085,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,2,0,8,1,1,1268.9829801375472,18.300726362006518,458.5807646343188,698.9060604113123,1561.037375409057
313,1,0,14001,1,0,38,8035.0,11437.0,2012,0,1,0.6950913461538462,50.792559999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,4,0,7,0,4,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
314,1,1,14021,4,0,26,8035.0,7936.0,2012,0,0,0.6950913461538462,63.4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,7,0,1,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
315,3,0,14035,5,0,32,8035.0,8180.0,2012,0,0,0.6950913461538462,53.3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,7,0,0,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
316,0,2,14054,7,0,37,8035.0,12709.0,2012,0,0,0.6950913461538462,54.754819999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,3,0,7,0,3,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
317,1,2,14062,8,0,32,9231.5,8435.0,2012,0,0,0.6950913461538462,68.1099,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,7,0,0,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
318,0,1,14079,10,0,34,8035.0,11554.0,2012,0,0,0.6950913461538462,63.18418000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,7,0,2,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
319,2,0,14097,12,0,32,9231.5,9304.0,2012,0,0,0.6950913461538462,69.13224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,7,0,1,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
320,4,2,14113,14,0,38,8035.0,9025.0,2012,0,0,0.6950913461538462,69.01227999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,7,0,2,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
321,0,1,14131,16,0,38,9231.5,12147.0,2012,0,0,0.6950913461538462,70.79240999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,4,0,7,0,0,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
322,2,2,14148,18,0,38,9231.5,9635.0,2012,0,0,0.6950913461538462,80.92367999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,7,0,1,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
323,2,1,14177,21,0,38,7346.0,11057.0,2012,0,0,0.6950913461538462,79.8502,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,0,7,0,3,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
324,3,1,14194,23,0,38,9231.5,11993.0,2012,0,0,0.6950913461538462,79.88669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,7,0,1,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
325,0,0,14228,27,0,32,8035.0,11316.0,2012,0,0,0.6950913461538462,77.4123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5,3,0,7,0,1,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
326,1,1,14248,29,0,30,8035.0,11944.0,2012,0,0,0.6950913461538462,67.01437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,7,0,0,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
327,0,0,14265,31,0,38,9231.5,12021.0,2012,0,0,0.6950913461538462,60.29291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,2,2,0,7,0,2,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
328,0,2,14284,33,0,35,9231.5,12126.0,2012,0,0,0.6950913461538462,51.848,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,7,0,2,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
329,2,2,14842,1,0,32,9231.5,11330.0,2013,0,0,0.6950913461538462,52.29304000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,3,0,7,0,0,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
330,1,1,14858,3,0,30,9231.5,10485.0,2013,0,0,0.6950913461538462,64.40639999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,7,0,0,1543.5786278517373,49.43166068602086,591.707783714664,899.8552021239709,1992.0743443215624
