,id,match,stage,time_x,y,year,home_score,away_score,capa,NHK,NHK_2,mean,temperature-humidity,アビスパ福岡,アルビレックス新潟,カターレ富山,カマタマーレ讃岐,ガイナーレ鳥取,ガンバ大阪,ギラヴァンツ北九州,コンサドーレ札幌,サガン鳥栖,サンフレッチェ広島,ザスパクサツ群馬,ザスパ草津,ジェフユナイテッド千葉,ジュビロ磐田,セレッソ大阪,ファジアーノ岡山,ベガルタ仙台,モンテディオ山形,ロアッソ熊本,ヴァンフォーレ甲府,ヴィッセル神戸,京都サンガF.C.,名古屋グランパス,大分トリニータ,大宮アルディージャ,川崎フロンターレ,徳島ヴォルティス,愛媛ＦＣ,東京ヴェルディ,松本山雅ＦＣ,柏レイソル,栃木ＳＣ,横浜Ｆ・マリノス,横浜ＦＣ,水戸ホーリーホック,浦和レッズ,清水エスパルス,湘南ベルマーレ,鹿島アントラーズ,ＦＣ岐阜,ＦＣ東京,ＦＣ町田ゼルビア,Ｖ・ファーレン長崎,month,day,n_tv,bus,time_y,home.1,away.1,hokkaido,tokyo,nagoya,osaka,fukuoka
330,14878,5,0,34,8180.0,2013,3,3,15349,0,0,0.7408247390005159,59.8582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,2,0,4,2.0,0.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
331,14899,8,0,38,8086.0,2013,0,4,15349,0,0,0.7408247390005159,54.94744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4.0,2,0,4,2.0,2.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
332,14924,10,0,38,13621.0,2013,2,1,15349,0,1,0.7408247390005159,64.20466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,,3,0,4,2.0,0.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
333,14939,12,0,30,11056.0,2013,1,3,15349,0,0,0.7408247390005159,68.78429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,2,0,4,2.0,0.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
334,14984,17,0,38,7013.0,2013,2,2,15349,0,0,0.7408247390005159,71.44006999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,2.0,2,0,4,2.0,2.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
335,15001,19,0,38,8815.0,2013,2,1,15349,0,0,0.7408247390005159,77.58386999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5.0,2,0,4,2.0,3.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
336,15023,21,0,38,11838.0,2013,0,0,15349,0,0,0.7408247390005159,81.13972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5.0,2,0,4,1.0,3.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
337,15035,23,0,38,8110.0,2013,5,2,15349,0,0,0.7408247390005159,74.98768000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,2.0,2,0,4,2.0,1.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
338,15052,25,0,38,8499.0,2013,1,3,15349,0,0,0.7408247390005159,76.81504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,4.0,2,0,4,1.0,0.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
339,15076,27,0,30,10290.0,2013,1,1,15349,0,0,0.7408247390005159,69.0345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,2,0,4,2.0,1.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
340,15091,29,0,30,9011.0,2013,2,0,15349,0,0,0.7408247390005159,61.93379999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5.0,2,0,4,2.0,1.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
341,15114,31,0,26,12103.0,2013,1,1,15349,0,0,0.7408247390005159,68.6913,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,6.0,2,0,4,2.0,5.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
342,15126,33,0,34,13930.0,2013,4,1,15349,0,0,0.7408247390005159,52.42941999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11,5.0,3,0,4,2.0,1.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
343,15673,1,0,30,14623.0,2014,1,1,15349,0,0,0.7408247390005159,47.89901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,5.0,2,0,4,2.0,0.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
344,15689,3,0,30,9265.0,2014,0,1,15349,0,0,0.7408247390005159,56.22844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,2,0,4,0.0,0.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
345,15710,5,0,30,11568.0,2014,2,2,15349,0,0,0.7408247390005159,65.46759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,2,0,4,3.0,1.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
346,15718,6,0,30,13731.0,2014,2,1,15349,0,0,0.7408247390005159,55.47433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6.0,2,0,4,1.0,3.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
347,15735,8,0,30,11436.0,2014,0,0,15349,0,0,0.7408247390005159,54.45279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,5.0,2,0,4,1.0,0.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
348,15741,9,0,26,12367.0,2014,3,2,15349,0,0,0.7408247390005159,67.92446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,5.0,2,0,4,2.0,2.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
349,15761,11,0,26,13650.0,2014,1,0,15349,0,0,0.7408247390005159,71.41421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,,2,0,4,2.0,0.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
350,15778,13,0,38,11003.0,2014,1,0,15349,0,1,0.7408247390005159,64.90975999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,3,0,4,2.0,0.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
351,15797,15,0,40,8982.0,2014,0,0,15349,0,0,0.7408247390005159,69.55807999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5.0,2,0,4,2.0,1.0,1834.310722791491,81.245752864054,783.6052340052548,1148.8019865537362,2449.174360688868
352,14003,2,0,28,19010.0,2012,0,1,40728,0,1,0.38575154411925183,56.09862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5.0,4,1,4,1.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
353,14036,5,0,34,23507.0,2012,1,3,40728,0,0,0.38575154411925183,52.25417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,5.0,3,1,4,2.0,3.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
354,14052,7,0,30,12110.0,2012,3,2,40728,0,0,0.38575154411925183,56.7675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5.0,3,1,4,2.0,2.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
355,14061,8,0,31,17583.0,2012,5,0,40728,1,1,0.38575154411925183,59.44566,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5.0,4,1,4,3.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
356,14082,10,0,38,10626.0,2012,0,0,40728,0,0,0.38575154411925183,61.657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,6.0,3,1,4,1.0,1.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
357,14098,12,0,34,13915.0,2012,7,0,40728,0,0,0.38575154411925183,67.33800000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5.0,3,1,4,2.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
358,14112,14,0,37,15010.0,2012,2,3,40728,0,0,0.38575154411925183,69.79704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5.0,3,1,4,2.0,5.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
359,14141,17,0,37,12787.0,2012,1,0,40728,0,0,0.38575154411925183,66.74965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,5.0,3,1,4,2.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
360,14159,19,0,37,15496.0,2012,2,2,40728,0,0,0.38575154411925183,80.8857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,5.0,3,1,4,3.0,1.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
361,14176,21,0,37,14649.0,2012,2,1,40728,0,0,0.38575154411925183,78.81697,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5.0,3,1,4,1.0,2.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
362,14193,23,0,37,12729.0,2012,0,1,40728,0,0,0.38575154411925183,79.52784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5.0,3,1,4,2.0,1.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
363,14205,24,0,38,13798.0,2012,1,0,40728,0,1,0.38575154411925183,77.46208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,5.0,4,1,4,2.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
364,14221,26,0,28,16845.0,2012,1,2,40728,0,0,0.38575154411925183,74.94485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,,4,1,4,2.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
365,14243,28,0,30,15118.0,2012,5,1,40728,0,0,0.38575154411925183,74.57082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10,5.0,3,1,4,2.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
366,14255,30,0,34,14125.0,2012,1,2,40728,0,0,0.38575154411925183,62.64634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,5.0,2,1,4,2.0,1.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
367,14274,32,0,28,15035.0,2012,3,3,40728,0,1,0.38575154411925183,62.376709999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,5.0,3,1,4,2.0,3.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
368,14291,34,0,31,19141.0,2012,2,0,40728,0,1,0.38575154411925183,47.356809999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,5.0,3,1,4,1.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
369,14846,2,0,28,19981.0,2013,3,2,40728,0,1,0.38575154411925183,65.56537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5.0,3,1,4,1.0,2.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
370,14877,5,0,30,10837.0,2013,1,0,40728,0,0,0.38575154411925183,64.1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5.0,2,1,4,1.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
371,14897,7,0,38,9898.0,2013,0,0,40728,0,0,0.38575154411925183,50.62288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5.0,2,1,4,1.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
372,14921,10,0,32,16411.0,2013,1,0,40728,0,0,0.38575154411925183,67.35116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,,2,1,4,1.0,1.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
373,14935,12,0,28,17161.0,2013,3,1,40728,0,1,0.38575154411925183,67.86256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5.0,3,1,4,1.0,2.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
374,14950,13,0,34,17969.0,2013,3,2,40728,0,0,0.38575154411925183,60.95855999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,5.0,2,1,4,1.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
375,14962,15,0,38,7495.0,2013,3,1,40728,0,1,0.38575154411925183,77.58386999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,2.0,3,1,4,1.0,5.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
376,14981,17,0,38,6681.0,2013,1,1,40728,0,0,0.38575154411925183,66.35544,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2.0,2,1,4,1.0,2.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
377,14999,19,0,37,14925.0,2013,1,0,40728,0,0,0.38575154411925183,76.21064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5.0,2,1,4,1.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
378,15016,21,0,37,16392.0,2013,1,0,40728,0,0,0.38575154411925183,79.15616999999997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5.0,2,1,4,1.0,2.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
379,15026,22,0,38,17608.0,2013,2,1,40728,0,1,0.38575154411925183,79.3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,5.0,3,1,4,1.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
380,15044,24,0,37,16212.0,2013,3,1,40728,0,0,0.38575154411925183,80.77431999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,5.0,2,1,4,1.0,1.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
381,15070,27,0,31,13020.0,2013,3,1,40728,0,1,0.38575154411925183,68.93332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,5.0,3,1,4,1.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
382,15089,29,0,30,32305.0,2013,1,2,40728,0,0,0.38575154411925183,63.63906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,5.0,2,1,4,1.0,1.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
383,15100,30,0,32,18293.0,2013,4,1,40728,0,1,0.38575154411925183,61.49179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,6.0,3,1,4,1.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
384,15115,32,0,28,17030.0,2013,1,2,40728,0,0,0.38575154411925183,56.93144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,,2,1,4,1.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
385,15133,34,0,31,26897.0,2013,0,2,40728,0,1,0.38575154411925183,53.5852,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,5.0,4,1,4,1.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
386,15685,2,0,38,15033.0,2014,2,0,40728,0,1,0.38575154411925183,49.41336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5.0,3,1,4,1.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
387,15698,4,0,30,32099.0,2014,0,2,40728,0,0,0.38575154411925183,57.35418000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6.0,2,1,4,4.0,1.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
388,15726,7,0,30,11953.0,2014,1,2,40728,0,0,0.38575154411925183,61.346059999999994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5.0,2,1,4,3.0,1.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
389,15734,8,0,30,11952.0,2014,2,3,40728,0,0,0.38575154411925183,55.51996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5.0,2,1,4,3.0,2.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
390,15754,10,0,30,15077.0,2014,2,1,40728,0,0,0.38575154411925183,61.31335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,,2,1,4,3.0,1.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
391,15769,12,0,30,15122.0,2014,1,2,40728,0,0,0.38575154411925183,59.36052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,,2,1,4,4.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
392,15786,14,0,38,13544.0,2014,1,0,40728,0,1,0.38575154411925183,65.98931999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5.0,3,1,4,3.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
393,15805,16,0,38,8840.0,2014,2,2,40728,0,0,0.38575154411925183,78.64984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2.0,2,1,4,4.0,1.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
394,15931,30,0,38,,2014,1,1,40728,0,1,0.38575154411925183,68.69669999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,6.0,3,1,4,4.0,0.0,3792.8841132533703,530.7965026292413,2036.7871765520867,2816.818489356527,5595.586885341019
395,14004,2,0,28,41069.0,2012,1,0,63700,1,1,0.5700580847723704,46.46612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,5.0,4,1,22,4.0,2.0,1542.1757706051644,45.1800487559313,608.5429148410835,916.4735400904268,2009.0108907920214
396,14023,4,0,30,25743.0,2012,1,1,63700,0,0,0.5700580847723704,51.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5.0,4,1,22,3.0,3.0,1542.1757706051644,45.1800487559313,608.5429148410835,916.4735400904268,2009.0108907920214
397,14042,6,0,30,25894.0,2012,2,0,63700,0,0,0.5700580847723704,51.60088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5.0,4,1,22,4.0,2.0,1542.1757706051644,45.1800487559313,608.5429148410835,916.4735400904268,2009.0108907920214
398,14071,9,0,38,44422.0,2012,1,2,63700,0,1,0.5700580847723704,65.9191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,,5,1,22,4.0,0.0,1542.1757706051644,45.1800487559313,608.5429148410835,916.4735400904268,2009.0108907920214
399,14090,11,0,32,31818.0,2012,1,1,63700,0,0,0.5700580847723704,61.58172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5.0,3,1,22,4.0,2.0,1542.1757706051644,45.1800487559313,608.5429148410835,916.4735400904268,2009.0108907920214
