,id,match,stage,time,y,home_score,away_score,capa,NHK,NHK_2,mean,temperature-humidity,アビスパ福岡,アルビレックス新潟,カターレ富山,カマタマーレ讃岐,ガイナーレ鳥取,ガンバ大阪,ギラヴァンツ北九州,コンサドーレ札幌,サガン鳥栖,サンフレッチェ広島,ザスパクサツ群馬,ザスパ草津,ジェフユナイテッド千葉,ジュビロ磐田,セレッソ大阪,ファジアーノ岡山,ベガルタ仙台,モンテディオ山形,ロアッソ熊本,ヴァンフォーレ甲府,ヴィッセル神戸,京都サンガF.C.,名古屋グランパス,大分トリニータ,大宮アルディージャ,川崎フロンターレ,徳島ヴォルティス,愛媛ＦＣ,東京ヴェルディ,松本山雅ＦＣ,柏レイソル,栃木ＳＣ,横浜Ｆ・マリノス,横浜ＦＣ,水戸ホーリーホック,浦和レッズ,清水エスパルス,湘南ベルマーレ,鹿島アントラーズ,ＦＣ岐阜,ＦＣ東京,ＦＣ町田ゼルビア,Ｖ・ファーレン長崎,month,day,n_tv,home,away
426,15101,３０,0,32,34814.0,2,1,63700,1,1,0.5700580847723704,61.38726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,6.0,4,4,2
427,15116,３２,0,28,45607.0,1,3,63700,0,0,0.5700580847723704,57.835809999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,,3,5,2
428,15134,３４,0,31,54905.0,2,5,63700,0,0,0.5700580847723704,55.83038000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,5.0,3,5,0
429,15684,２,0,32,42850.0,0,1,63700,0,0,0.5700580847723704,52.685159999999996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5.0,2,5,1
430,15699,４,0,30,0.0,1,1,63700,0,0,0.5700580847723704,59.82174000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,6.0,3,4,0
431,15722,６,0,38,26762.0,4,0,63700,0,1,0.5700580847723704,50.40036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6.0,4,5,0
432,15738,８,0,34,35239.0,1,0,63700,0,0,0.5700580847723704,53.936580000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5.0,2,5,2
433,15756,１０,0,32,38226.0,1,0,63700,0,0,0.5700580847723704,64.76685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,,2,4,2
434,15759,１１,0,32,43564.0,1,0,63700,0,0,0.5700580847723704,71.12228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,,2,4,3
435,15787,１４,0,28,54350.0,1,0,63700,1,1,0.5700580847723704,67.77264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5.0,3,5,1
436,15795,１５,0,36,30776.0,1,0,63700,0,0,0.5700580847723704,72.71984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5.0,2,4,0
437,15813,１７,0,36,39205.0,1,1,63700,0,0,0.5700580847723704,79.23640999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,6.0,2,4,1
438,14005,２,0,28,19488.0,0,2,72327,0,0,0.36756259764679855,45.1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5.0,3,1,1
439,14028,４,0,38,22126.0,0,0,72327,0,0,0.36756259764679855,51.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,5.0,3,2,2
440,14063,８,0,32,21054.0,3,1,72327,0,0,0.36756259764679855,69.5885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5.0,3,1,1
441,14076,１０,0,26,24183.0,2,1,72327,0,0,0.36756259764679855,75.15987,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6.0,3,1,0
442,14093,１２,0,28,25241.0,0,0,72327,0,0,0.36756259764679855,70.3682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5.0,3,1,2
443,14114,１４,0,38,23273.0,1,0,72327,0,1,0.36756259764679855,70.23903999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,5.0,4,1,4
444,14129,１６,0,36,26133.0,1,1,72327,0,0,0.36756259764679855,72.70339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5.0,3,1,1
445,14163,１９,0,38,24187.0,3,0,72327,0,0,0.36756259764679855,79.86064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,5.0,3,1,0
446,14187,２２,0,38,33584.0,2,2,72327,0,0,0.36756259764679855,79.37358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,5.0,3,1,1
447,14213,２５,0,38,34954.0,1,2,72327,0,0,0.36756259764679855,77.85698000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,5.0,3,1,4
448,14238,２８,0,28,36412.0,0,0,72327,0,1,0.36756259764679855,75.1308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5.0,3,0,2
449,14250,２９,0,28,21310.0,4,0,72327,0,0,0.36756259764679855,67.2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5.0,3,0,1
450,14277,３２,0,28,22647.0,1,2,72327,0,0,0.36756259764679855,63.2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,5.0,3,0,1
451,14294,３４,0,31,26642.0,1,0,72327,0,0,0.36756259764679855,47.89847,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,5.0,2,1,0
452,14837,１,0,28,24298.0,4,2,72327,0,0,0.36756259764679855,55.77471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,5.0,2,1,0
453,14855,３,0,28,19195.0,2,1,72327,0,0,0.36756259764679855,61.23125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5.0,2,1,4
454,14871,４,0,38,23698.0,3,2,72327,0,1,0.36756259764679855,51.05452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,5.0,3,1,4
455,14883,６,0,28,27204.0,2,1,72327,0,0,0.36756259764679855,60.41795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5.0,2,1,1
456,14903,８,0,32,24149.0,1,1,72327,0,0,0.36756259764679855,63.19144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5.0,2,1,0
457,14911,９,0,31,40034.0,1,1,72327,1,1,0.36756259764679855,62.372659999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,,3,1,2
458,14940,１２,0,32,23083.0,0,0,72327,0,0,0.36756259764679855,66.91296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5.0,2,1,1
459,14976,１６,0,38,29722.0,2,1,72327,0,0,0.36756259764679855,81.80198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5.0,2,1,0
460,14996,１８,0,39,20294.0,1,1,72327,0,0,0.36756259764679855,77.23252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,2.0,2,0,2
461,15042,２３,0,39,30481.0,3,0,72327,0,0,0.36756259764679855,76.95916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,2.0,2,1,5
462,15053,２５,0,38,35528.0,1,1,72327,0,0,0.36756259764679855,80.09955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5.0,2,1,0
463,15094,２９,0,30,39243.0,1,0,72327,0,0,0.36756259764679855,63.12284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5.0,2,1,2
464,15109,３１,0,26,28484.0,1,2,72327,0,0,0.36756259764679855,66.42268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,6.0,2,1,1
465,15127,３３,0,28,62632.0,0,2,72327,1,1,0.36756259764679855,56.01709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,5.0,3,1,0
466,15675,１,0,26,23166.0,2,0,72327,0,0,0.36756259764679855,46.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6.0,2,2,0
467,15707,５,0,28,27764.0,1,3,72327,0,0,0.36756259764679855,65.47604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,5.0,2,2,1
468,15724,７,0,28,19181.0,0,2,72327,0,0,0.36756259764679855,62.06551999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5.0,2,1,0
469,15742,９,0,28,26058.0,0,1,72327,0,1,0.36756259764679855,66.41708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,5.0,3,2,3
470,15763,１１,0,28,35550.0,2,0,72327,1,1,0.36756259764679855,72.16687999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,,3,2,1
471,15779,１３,0,28,19606.0,1,2,72327,0,1,0.36756259764679855,69.45703,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5.0,3,2,0
472,15946,３１,0,34,,0,1,72327,0,0,0.36756259764679855,61.8253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,,2,1,5
473,14006,２,0,28,26294.0,1,2,42300,0,0,0.5968941281707238,52.8912,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,4,0,0
474,14026,４,0,32,16836.0,1,1,42300,0,0,0.5968941281707238,47.39756,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,3,0,2
475,14034,５,0,30,15854.0,0,0,42300,0,1,0.5968941281707238,42.16558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5.0,4,0,1
476,14064,８,0,32,24637.0,0,1,42300,0,0,0.5968941281707238,65.36265999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,3,0,1
477,14083,１０,0,38,21827.0,0,2,42300,0,1,0.5968941281707238,56.45088000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,6.0,4,0,4
478,14095,１２,0,30,21920.0,1,6,42300,0,0,0.5968941281707238,65.7283,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,4,0,2
479,14115,１４,0,38,23797.0,1,0,42300,0,0,0.5968941281707238,69.91771999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5.0,3,0,0
480,14133,１６,0,38,35506.0,1,1,42300,0,0,0.5968941281707238,73.69136999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5.0,3,0,2
481,14149,１８,0,38,33998.0,0,0,42300,0,0,0.5968941281707238,74.95682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5.0,3,0,4
482,14167,２０,0,38,25050.0,1,1,42300,0,0,0.5968941281707238,79.30112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,5.0,3,0,1
483,14188,２２,0,38,32014.0,0,2,42300,0,0,0.5968941281707238,80.62204,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5.0,3,0,3
484,14206,２４,0,38,24601.0,0,1,42300,0,0,0.5968941281707238,77.00761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,3,0,0
485,14232,２７,0,28,22079.0,5,0,42300,0,0,0.5968941281707238,73.85677999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,3,0,1
486,14239,２８,0,30,23849.0,0,0,42300,0,1,0.5968941281707238,69.5038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.0,3,0,2
487,14257,３０,0,34,23254.0,0,2,42300,0,0,0.5968941281707238,63.08031999999999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.0,2,0,0
488,14278,３２,0,28,25738.0,0,1,42300,0,0,0.5968941281707238,53.63518000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.0,2,0,1
489,14295,３４,0,31,28055.0,4,1,42300,0,1,0.5968941281707238,45.88544,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5.0,4,0,0
490,14845,２,0,26,28118.0,1,2,42300,0,0,0.5968941281707238,52.34944,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,3,0,2
491,14870,４,0,32,29095.0,0,2,42300,0,0,0.5968941281707238,48.58095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5.0,2,0,5
492,14898,７,0,38,21415.0,1,0,42300,0,1,0.5968941281707238,47.29704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5.0,3,0,1
493,14900,８,0,28,23578.0,2,3,42300,0,0,0.5968941281707238,55.07411999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5.0,2,0,1
494,14917,１０,0,28,27720.0,1,1,42300,0,0,0.5968941281707238,62.09108000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,2,0,0
495,14936,１２,0,28,25279.0,2,3,42300,0,1,0.5968941281707238,67.51563999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,4,0,0
496,14959,１４,0,38,26547.0,3,2,42300,0,0,0.5968941281707238,74.78735999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5.0,2,0,1
497,14977,１６,0,38,26547.0,0,3,42300,0,0,0.5968941281707238,74.7498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5.0,2,0,4
498,14991,１８,0,38,18919.0,1,0,42300,0,0,0.5968941281707238,78.88974999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.0,2,0,0
499,15004,１９,0,38,22650.0,3,1,42300,0,0,0.5968941281707238,75.29223999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5.0,2,0,0
500,15029,２２,0,38,28342.0,2,1,42300,0,0,0.5968941281707238,75.16375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5.0,2,0,2
501,15039,２３,0,38,18926.0,4,2,42300,0,0,0.5968941281707238,71.65516,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.0,2,0,2
502,15055,２５,0,38,33378.0,1,0,42300,0,0,0.5968941281707238,80.7953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,2,0,0
503,15082,２８,0,31,26514.0,3,1,42300,0,1,0.5968941281707238,70.60854,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.0,4,0,0
504,15099,３０,0,26,23949.0,3,2,42300,0,0,0.5968941281707238,59.856269999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,6.0,2,0,0
505,15119,３２,0,34,32425.0,1,0,42300,0,0,0.5968941281707238,54.10394,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,2,0,1
506,15139,３４,0,31,30504.0,2,0,42300,0,1,0.5968941281707238,43.244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5.0,3,0,2
507,15678,２,0,26,22931.0,0,2,42300,0,0,0.5968941281707238,45.44236,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,3,0,2
508,15695,４,0,26,21278.0,1,0,42300,0,0,0.5968941281707238,54.57518,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.0,2,0,1
509,15714,６,0,26,21132.0,0,0,42300,0,0,0.5968941281707238,51.03895,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6.0,2,0,1
510,15740,８,0,30,21452.0,0,0,42300,0,0,0.5968941281707238,57.15262,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.0,3,0,2
511,15752,１０,0,28,23442.0,1,1,42300,0,1,0.5968941281707238,66.52611999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,4,0,1
512,15772,１２,0,28,35533.0,2,1,42300,0,1,0.5968941281707238,59.68335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,,3,0,0
513,15790,１４,0,30,24176.0,1,1,42300,0,0,0.5968941281707238,58.37145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,3,0,0
514,15808,１６,0,38,17348.0,0,1,42300,0,0,0.5968941281707238,78.32373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2.0,2,0,3
515,15872,２３,0,38,,1,0,42300,0,0,0.5968941281707238,69.72237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,2,0,0
516,14007,２,0,28,30764.0,2,1,47816,0,1,0.5868774747643746,61.9913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,4,0,2
517,14100,１２,0,38,19643.0,1,2,47816,0,1,0.5868774747643746,64.94655999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,4,0,2
518,14136,１６,0,38,36723.0,1,1,47816,0,1,0.5868774747643746,74.86187000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5.0,5,0,4
519,14153,１８,0,38,26534.0,0,1,47816,0,1,0.5868774747643746,80.13175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,5.0,4,0,2
520,14216,２５,0,38,24544.0,0,2,47816,0,0,0.5868774747643746,75.4447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,3,0,1
521,14298,３４,0,31,18487.0,2,2,47816,0,0,0.5868774747643746,50.87428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5.0,2,0,1
