,Unnamed: 0,away,home,id,match,stadium,stage,time,tv,y,year,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11,address,capa,NHK,NHK_2,mean,temperature-humidity,アビスパ福岡,アルビレックス新潟,カターレ富山,カマタマーレ讃岐,ガイナーレ鳥取,ガンバ大阪,ギラヴァンツ北九州,コンサドーレ札幌,サガン鳥栖,サンフレッチェ広島,ザスパクサツ群馬,ザスパ草津,ジェフユナイテッド千葉,ジュビロ磐田,セレッソ大阪,ファジアーノ岡山,ベガルタ仙台,モンテディオ山形,ロアッソ熊本,ヴァンフォーレ甲府,ヴィッセル神戸,京都サンガF.C.,名古屋グランパス,大分トリニータ,大宮アルディージャ,川崎フロンターレ,徳島ヴォルティス,愛媛ＦＣ,東京ヴェルディ,松本山雅ＦＣ,柏レイソル,栃木ＳＣ,横浜Ｆ・マリノス,横浜ＦＣ,水戸ホーリーホック,浦和レッズ,清水エスパルス,湘南ベルマーレ,鹿島アントラーズ,ＦＣ岐阜,ＦＣ東京,ＦＣ町田ゼルビア,Ｖ・ファーレン長崎,month,day,n_tv
574,574,川崎フロンターレ,清水エスパルス,15799,１５,ＩＡＩスタジアム日本平,Ｊ１,36,スカパー！／スカパー！プレミアムサービス,15305.0,2014,0,2,曇のち雨,21.4,90,家本　政明,清水エスパルス,相澤　貴志,ヤコヴィッチ,平岡　康裕,杉山　浩太,吉田　豊,本田　拓也,六平　光成,河井　陽介,大前　元紀,ノヴァコヴィッチ,高木　俊幸,川崎フロンターレ,杉山　力裕,小宮山　尊信,實藤　友紀,谷口　彰悟,登里　享平,大島　僚太,中村　憲剛,森谷　賢太郎,金久保　順,小林　悠,大久保　嘉人,静岡県静岡市清水区村松3880-1,20281,0,0,0.6979758714387184,69.8314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,07,5.0,2
575,575,柏レイソル,清水エスパルス,15817,１７,ＩＡＩスタジアム日本平,Ｊ１,36,スカパー！／スカパー！プレミアムサービス,11095.0,2014,3,0,晴,29.4,54,池内　明彦,清水エスパルス,相澤　貴志,ヤコヴィッチ,吉田　豊,平岡　康裕,杉山　浩太,本田　拓也,六平　光成,河井　陽介,大前　元紀,ノヴァコヴィッチ,高木　俊幸,柏レイソル,菅野　孝憲,鈴木　大輔,増嶋　竜也,渡部　博文,橋本　和,キム　チャンス,茨田　陽生,大谷　秀和,狩野　健太,工藤　壮人,レアンドロ,静岡県静岡市清水区村松3880-1,20281,0,0,0.6979758714387184,78.10924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,07,6.0,2
576,576,徳島ヴォルティス,清水エスパルス,15835,１９,ＩＡＩスタジアム日本平,Ｊ１,36,スカパー！／スカパー！プレミアムサービス,,2014,1,0,曇時々雨,26.0,79,松尾　一,清水エスパルス,櫛引　政敏,吉田　豊,平岡　康裕,杉山　浩太,イ　キジェ,本田　拓也,六平　光成,大前　元紀,河井　陽介,高木　俊幸,ノヴァコヴィッチ,徳島ヴォルティス,長谷川　徹,藤原　広太朗,福元　洋平,那須川　将大,アレックス,斉藤　大介,濱田　武,衛藤　裕,大﨑　淳矢,佐々木　一輝,高崎　寛之,静岡県静岡市清水区村松3880-1,20281,0,0,0.6979758714387184,76.3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08,5.0,2
577,577,サンフレッチェ広島,清水エスパルス,15938,３０,ＩＡＩスタジアム日本平,Ｊ１,38,スカパー！／スカパー！プレミアムサービス,,2014,1,3,雨時々曇,18.9,90,高山　啓義,清水エスパルス,櫛引　政敏,ヤコヴィッチ,平岡　康裕,吉田　豊,河井　陽介,藤田　息吹,本田　拓也,六平　光成,石毛　秀樹,大前　元紀,ノヴァコヴィッチ,サンフレッチェ広島,林　卓人,塩谷　司,千葉　和彦,水本　裕貴,柏　好文,青山　敏弘,柴﨑　晃誠,山岸　智,石原　直樹,野津田　岳人,佐藤　寿人,静岡県静岡市清水区村松3880-1,20281,0,0,0.6979758714387184,65.57889999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,6.0,2
578,578,サガン鳥栖,ジュビロ磐田,14009,２,ヤマハスタジアム（磐田）,Ｊ１,34,スカパー／ｅ２／スカパー光,10653.0,2012,2,1,雨,15.1,95,高山　啓義,ジュビロ磐田,川口　能活,駒野　友一,チョ　ビョングク,藤田　義明,金沢　浄,山本　康裕,小林　裕紀,山田　大記,ペク　ソンドン,菅沼　実,前田　遼一,サガン鳥栖,赤星　拓,丹羽　竜平,キム　クナン,呂　成海,磯崎　敬太,高橋　義希,藤田　直之,水沼　宏太,金　民友,池田　圭,豊田　陽平,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,59.147549999999995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,5.0,3
579,579,柏レイソル,ジュビロ磐田,14024,４,ヤマハスタジアム（磐田）,Ｊ１,30,スカパー／ｅ２／スカパー光／静岡放送,9042.0,2012,1,0,晴,12.8,62,中村　太,ジュビロ磐田,八田　直樹,駒野　友一,チョ　ビョングク,藤田　義明,宮崎　智彦,山本　康裕,小林　裕紀,山田　大記,松浦　拓弥,菅沼　実,前田　遼一,柏レイソル,菅野　孝憲,酒井　宏樹,那須　大亮,近藤　直也,橋本　和,レアンドロ　ドミンゲス,栗澤　僚一,大谷　秀和,水野　晃樹,田中　順也,工藤　壮人,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,55.65864,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,03,5.0,4
580,580,横浜Ｆ・マリノス,ジュビロ磐田,14049,７,ヤマハスタジアム（磐田）,Ｊ１,28,スカパー／ｅ２／スカパー光／静岡放送,11965.0,2012,1,0,晴,19.9,53,廣瀬　格,ジュビロ磐田,八田　直樹,駒野　友一,チョ　ビョングク,藤田　義明,宮崎　智彦,山本　康裕,小林　裕紀,ペク　ソンドン,松浦　拓弥,山田　大記,前田　遼一,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,中町　公祐,中村　俊輔,兵藤　慎剛,小野　裕二,大黒　将志,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,65.28153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,04,5.0,4
581,581,鹿島アントラーズ,ジュビロ磐田,14085,１１,ヤマハスタジアム（磐田）,Ｊ１,28,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／静岡放送,13555.0,2012,3,0,晴,21.9,31,村上　伸次,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,チョ　ビョングク,藤田　義明,小林　裕紀,ペク　ソンドン,山田　大記,松浦　拓弥,山本　康裕,前田　遼一,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,山村　和也,新井場　徹,柴崎　岳,遠藤　康,小笠原　満男,ドゥトラ,大迫　勇也,興梠　慎三,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,66.32711,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,05,5.0,4
582,582,大宮アルディージャ,ジュビロ磐田,14107,１３,ヤマハスタジアム（磐田）,Ｊ１,32,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）,10752.0,2012,4,0,曇,21.4,56,今村　義朗,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,菅沼　駿哉,藤田　義明,ロドリゴ　ソウト,小林　裕紀,ペク　ソンドン,山田　大記,松浦　拓弥,前田　遼一,大宮アルディージャ,北野　貴之,渡部　大輔,深谷　友基,菊地　光将,下平　匠,青木　拓矢,上田　康太,カルリーニョス,曺　永哲,ラファエル,長谷川　悠,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,67.49016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,5.0,3
583,583,ヴィッセル神戸,ジュビロ磐田,14116,１４,ヤマハスタジアム（磐田）,Ｊ１,38,スカパー／ｅ２／スカパー光,10612.0,2012,1,3,雨,21.9,94,岡部　拓人,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,チョ　ビョングク,藤田　義明,ロドリゴ　ソウト,小林　裕紀,ペク　ソンドン,山崎　亮平,山田　大記,前田　遼一,ヴィッセル神戸,徳重　健太,奥井　諒,北本　久仁衛,伊野波　雅彦,相馬　崇人,田中　英雄,大屋　翼,野沢　拓也,大久保　嘉人,小川　慶治朗,森岡　亮太,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,70.97713999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06,5.0,3
584,584,ＦＣ東京,ジュビロ磐田,14134,１６,ヤマハスタジアム（磐田）,Ｊ１,38,スカパー／ｅ２／スカパー光,13923.0,2012,3,1,晴,23.6,85,東城　穣,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,菅沼　駿哉,チョ　ビョングク,小林　裕紀,山本　脩斗,山本　康裕,藤田　義明,山崎　亮平,前田　遼一,ＦＣ東京,権田　修一,徳永　悠平,加賀　健一,森重　真人,椋原　健太,高橋　秀人,米本　拓司,谷澤　達也,長谷川　アーリアジャスール,田邉　草民,ルーカス,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,73.1204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,06,5.0,3
585,585,コンサドーレ札幌,ジュビロ磐田,14150,１８,ヤマハスタジアム（磐田）,Ｊ１,38,スカパー／ｅ２／スカパー光,11367.0,2012,4,1,曇,26.9,87,福島　孝一郎,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,チョ　ビョングク,藤田　義明,ロドリゴ　ソウト,小林　裕紀,山田　大記,山本　康裕,山崎　亮平,前田　遼一,コンサドーレ札幌,杉山　哲,日高　拓磨,ジェイド　ノース,奈良　竜樹,岩沼　俊介,古田　寛幸,山本　真希,宮澤　裕樹,砂川　誠,岡本　賢明,内村　圭宏,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,78.81697,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07,5.0,3
586,586,川崎フロンターレ,ジュビロ磐田,14168,２０,ヤマハスタジアム（磐田）,Ｊ１,38,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）,12972.0,2012,2,2,晴,28.4,73,高山　啓義,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,菅沼　駿哉,藤田　義明,ロドリゴ　ソウト,小林　裕紀,山崎　亮平,山田　大記,松浦　拓弥,前田　遼一,川崎フロンターレ,西部　洋平,田中　裕介,實藤　友紀,井川　祐輔,山越　享太郎,稲本　潤一,風間　宏希,中村　憲剛,楠神　順平,小林　悠,風間　宏矢,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,79.38968,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,5.0,3
587,587,セレッソ大阪,ジュビロ磐田,14189,２２,ヤマハスタジアム（磐田）,Ｊ１,38,スカパー／ｅ２／スカパー光,10939.0,2012,4,3,晴,25.1,89,飯田　淳平,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,菅沼　駿哉,藤田　義明,ロドリゴ　ソウト,小林　裕紀,ペク　ソンドン,山田　大記,松浦　拓弥,前田　遼一,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,丸橋　祐介,酒本　憲幸,扇原　貴宏,山口　螢,シンプリシオ,枝村　匠馬,ケンペス,柿谷　曜一朗,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,76.01961,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,5.0,3
588,588,サンフレッチェ広島,ジュビロ磐田,14207,２４,ヤマハスタジアム（磐田）,Ｊ１,38,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ,11115.0,2012,1,1,晴,26.8,77,東城　穣,ジュビロ磐田,八田　直樹,千代反田　充,駒野　友一,宮崎　智彦,菅沼　駿哉,小林　裕紀,山田　大記,松浦　拓弥,菅沼　実,藤田　義明,前田　遼一,サンフレッチェ広島,西川　周作,森脇　良太,千葉　和彦,水本　裕貴,ファン　ソッコ,青山　敏弘,森﨑　和幸,清水　航平,髙萩　洋次郎,森﨑　浩司,佐藤　寿人,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,77.42663999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09,5.0,4
589,589,アルビレックス新潟,ジュビロ磐田,14222,２６,ヤマハスタジアム（磐田）,Ｊ１,32,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）,11118.0,2012,0,0,晴のち曇,25.9,69,今村　義朗,ジュビロ磐田,八田　直樹,千代反田　充,駒野　友一,宮崎　智彦,菅沼　駿哉,小林　裕紀,山崎　亮平,山田　大記,松浦　拓弥,藤田　義明,前田　遼一,アルビレックス新潟,東口　順昭,村上　佑介,鈴木　大輔,石川　直樹,金　珍洙,三門　雄大,本間　勲,藤田　征也,田中　亜土夢,ミシェウ,ブルーノ　ロペス,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,75.10428999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09,,3
590,590,ベガルタ仙台,ジュビロ磐田,14258,３０,ヤマハスタジアム（磐田）,Ｊ１,28,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合／静岡放送,10753.0,2012,1,1,晴,21.8,44,家本　政明,ジュビロ磐田,八田　直樹,駒野　友一,山本　脩斗,菅沼　駿哉,チョ　ビョングク,ロドリゴ　ソウト,山田　大記,菅沼　実,藤田　義明,前田　遼一,ハン　サンウン,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,上本　大海,朴　柱成,松下　年宏,富田　晋伍,太田　吉彰,梁　勇基,ウイルソン,赤嶺　真吾,静岡県磐田市新貝2500,15165,1,1,0.6747049126277612,67.16208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.0,4
591,591,名古屋グランパス,ジュビロ磐田,14280,３２,ヤマハスタジアム（磐田）,Ｊ１,28,スカパー！／スカパー！プレミアムサービス／ＮＨＫ静岡,8978.0,2012,0,2,雨,18.1,98,西村　雄一,ジュビロ磐田,八田　直樹,駒野　友一,山本　脩斗,チョ　ビョングク,藤田　義明,ロドリゴ　ソウト,小林　裕紀,山田　大記,山本　康裕,金園　英学,前田　遼一,名古屋グランパス,楢﨑　正剛,ダニエル,田中　マルクス闘莉王,増川　隆洋,田中　隼磨,田口　泰士,ダニルソン,藤本　淳吾,三都主　アレサンドロ,小川　佳純,玉田　圭司,静岡県磐田市新貝2500,15165,0,1,0.6747049126277612,64.50762,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.0,3
592,592,ガンバ大阪,ジュビロ磐田,14297,３４,ヤマハスタジアム（磐田）,Ｊ１,31,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合,14389.0,2012,2,1,晴,10.8,46,東城　穣,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,菅沼　駿哉,藤田　義明,ロドリゴ　ソウト,小林　裕紀,山崎　亮平,山田　大記,松浦　拓弥,前田　遼一,ガンバ大阪,藤ヶ谷　陽介,加地　亮,中澤　聡太,今野　泰幸,藤春　廣輝,明神　智和,遠藤　保仁,二川　孝広,倉田　秋,家長　昭博,レアンドロ,静岡県磐田市新貝2500,15165,1,1,0.6747049126277612,53.38832,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5.0,3
593,593,大宮アルディージャ,ジュビロ磐田,14851,２,ヤマハスタジアム（磐田）,Ｊ１,30,スカパー！／スカパー！プレミアムサービス／静岡放送,10773.0,2013,0,1,晴,21.7,22,廣瀬　格,ジュビロ磐田,川口　能活,駒野　友一,宮崎　智彦,伊野波　雅彦,チョ　ビョングク,藤田　義明,小林　裕紀,山田　大記,チョン　ウヨン,金園　英学,前田　遼一,大宮アルディージャ,北野　貴之,渡部　大輔,菊地　光将,高橋　祥平,下平　匠,ズラタン,青木　拓矢,金澤　慎,曺　永哲,渡邉　大剛,ノヴァコヴィッチ,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,65.45725999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,5.0,3
594,594,サガン鳥栖,ジュビロ磐田,14865,４,ヤマハスタジアム（磐田）,Ｊ１,28,スカパー！／スカパー！プレミアムサービス,8741.0,2013,3,3,晴,15.8,67,佐藤　隆治,ジュビロ磐田,川口　能活,菅沼　駿哉,チョ　ビョングク,藤田　義明,チョン　ウヨン,山本　脩斗,松浦　拓弥,山田　大記,山本　康裕,金園　英学,前田　遼一,サガン鳥栖,赤星　拓,丹羽　竜平,小林　久晃,金　正也,呂　成海,水沼　宏太,高橋　義希,藤田　直之,金　民友,池田　圭,豊田　陽平,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,59.99714,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,5.0,2
595,595,サンフレッチェ広島,ジュビロ磐田,14894,７,ヤマハスタジアム（磐田）,Ｊ１,30,スカパー！／スカパー！プレミアムサービス／静岡放送,8377.0,2013,0,2,曇,12.8,48,村上　伸次,ジュビロ磐田,川口　能活,伊野波　雅彦,チョ　ビョングク,藤田　義明,小林　裕紀,駒野　友一,山田　大記,松浦　拓弥,宮崎　智彦,金園　英学,前田　遼一,サンフレッチェ広島,西川　周作,塩谷　司,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,森﨑　和幸,山岸　智,石原　直樹,髙萩　洋次郎,佐藤　寿人,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,55.88656,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,5.0,3
596,596,湘南ベルマーレ,ジュビロ磐田,14904,８,ヤマハスタジアム（磐田）,Ｊ１,32,スカパー！／スカパー！プレミアムサービス,9272.0,2013,4,0,晴,16.9,29,福島　孝一郎,ジュビロ磐田,川口　能活,伊野波　雅彦,チョ　ビョングク,藤田　義明,小林　裕紀,山本　康裕,駒野　友一,山本　脩斗,松浦　拓弥,山田　大記,前田　遼一,湘南ベルマーレ,阿部　伸行,クォン　ハンジン,大野　和成,島村　毅,古林　将太,永木　亮太,ハン　グギョン,高山　薫,梶川　諒太,武富　孝介,菊池　大介,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,60.69399,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,04,5.0,2
597,597,柏レイソル,ジュビロ磐田,14928,１１,ヤマハスタジアム（磐田）,Ｊ１,28,スカパー！／スカパー！プレミアムサービス／ＮＨＫ静岡,9444.0,2013,0,1,雨,20.4,92,飯田　淳平,ジュビロ磐田,川口　能活,駒野　友一,チョ　ビョングク,伊野波　雅彦,藤田　義明,田中　裕人,小林　裕紀,山本　康裕,山田　大記,金園　英学,前田　遼一,柏レイソル,稲田　康志,キム　チャンス,近藤　直也,渡部　博文,増嶋　竜也,狩野　健太,栗澤　僚一,大谷　秀和,ジョルジ　ワグネル,工藤　壮人,クレオ,静岡県磐田市新貝2500,15165,0,1,0.6747049126277612,68.24831999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,05,5.0,3
598,598,川崎フロンターレ,ジュビロ磐田,14937,１２,ヤマハスタジアム（磐田）,Ｊ１,28,スカパー！／スカパー！プレミアムサービス／静岡放送,10429.0,2013,2,4,晴,21.7,46,前田　拓哉,ジュビロ磐田,川口　能活,駒野　友一,チョ　ビョングク,藤田　義明,宮崎　智彦,田中　裕人,小林　裕紀,山本　康裕,山田　大記,松浦　拓弥,前田　遼一,川崎フロンターレ,杉山　力裕,田中　裕介,實藤　友紀,ジェシ,福森　晃斗,山本　真希,中村　憲剛,大島　僚太,レナト,小林　悠,大久保　嘉人,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,67.18118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,5.0,3
599,599,セレッソ大阪,ジュビロ磐田,14960,１４,ヤマハスタジアム（磐田）,Ｊ１,38,スカパー！／スカパー！プレミアムサービス,12206.0,2013,2,2,曇,25.9,92,佐藤　隆治,ジュビロ磐田,川口　能活,駒野　友一,チョ　ビョングク,伊野波　雅彦,宮崎　智彦,小林　裕紀,チョン　ウヨン,藤田　義明,山田　大記,松浦　拓弥,前田　遼一,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,山下　達也,扇原　貴宏,山口　螢,南野　拓実,シンプリシオ,柿谷　曜一朗,エジノ,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,77.71271999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07,5.0,2
600,600,アルビレックス新潟,ジュビロ磐田,14965,１５,ヤマハスタジアム（磐田）,Ｊ１,38,スカパー！／スカパー！プレミアムサービス,5698.0,2013,2,1,晴,26.2,88,村上　伸次,ジュビロ磐田,川口　能活,駒野　友一,チョ　ビョングク,伊野波　雅彦,宮崎　智彦,小林　裕紀,チョン　ウヨン,藤田　義明,山田　大記,松浦　拓弥,前田　遼一,アルビレックス新潟,東口　順昭,川口　尚紀,濱田　水輝,大井　健太郎,金　珍洙,三門　雄大,レオ　シルバ,成岡　翔,田中　亜土夢,岡本　英也,川又　堅碁,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,77.76344,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07,2.0,2
601,601,名古屋グランパス,ジュビロ磐田,15005,１９,ヤマハスタジアム（磐田）,Ｊ１,38,スカパー！／スカパー！プレミアムサービス,14272.0,2013,2,3,晴,26.5,81,佐藤　隆治,ジュビロ磐田,川口　能活,駒野　友一,チョ　ビョングク,伊野波　雅彦,宮崎　智彦,ペク　ソンドン,小林　裕紀,藤田　義明,山田　大記,松浦　拓弥,前田　遼一,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,藤本　淳吾,中村　直志,ダニルソン,小川　佳純,玉田　圭司,ケネディ,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,77.43235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,5.0,2
602,602,ＦＣ東京,ジュビロ磐田,15030,２２,ヤマハスタジアム（磐田）,Ｊ１,38,スカパー！／スカパー！プレミアムサービス,12809.0,2013,0,0,曇,28.2,62,家本　政明,ジュビロ磐田,八田　直樹,駒野　友一,菅沼　駿哉,藤田　義明,宮崎　智彦,山本　康裕,小林　裕紀,カルリーニョス,山田　大記,松浦　拓弥,前田　遼一,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,チャン　ヒョンス,太田　宏介,米本　拓司,長谷川　アーリアジャスール,石川　直宏,東　慶悟,ルーカス,渡邉　千真,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,77.58516,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,08,5.0,2
603,603,ヴァンフォーレ甲府,ジュビロ磐田,15047,２４,ヤマハスタジアム（磐田）,Ｊ１,38,スカパー！／スカパー！プレミアムサービス,9307.0,2013,1,1,曇,28.0,87,西村　雄一,ジュビロ磐田,川口　能活,駒野　友一,菅沼　駿哉,伊野波　雅彦,宮崎　智彦,小林　裕紀,カルリーニョス,藤田　義明,山田　大記,松浦　拓弥,前田　遼一,ヴァンフォーレ甲府,荻　晃太,津田　琢磨,山本　英臣,佐々木　翔,柏　好文,伊東　輝悦,保坂　一成,福田　健介,河本　明人,ジウシーニョ,パトリック,静岡県磐田市新貝2500,15165,0,0,0.6747049126277612,80.65539999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,5.0,2
